T16,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
659,Saint Kitts and Nevis,2020,Balance of Payments: Capital account (millions of US dollars),43,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2021,Balance of Payments: Capital account (millions of US dollars),78,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,1985,Balance of Payments: Financial account (millions of US dollars),-7,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,1995,Balance of Payments: Financial account (millions of US dollars),-23,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,Balance of Payments: Financial account (millions of US dollars),-109,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2015,Balance of Payments: Financial account (millions of US dollars),-77,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,Balance of Payments: Financial account (millions of US dollars),50,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2020,Balance of Payments: Financial account (millions of US dollars),-58,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2021,Balance of Payments: Financial account (millions of US dollars),2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,1985,Balance of Payments: Current account (millions of US dollars),-13,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,1995,Balance of Payments: Current account (millions of US dollars),-36,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2010,Balance of Payments: Current account (millions of US dollars),-203,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2015,Balance of Payments: Current account (millions of US dollars),-12,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2019,Balance of Payments: Current account (millions of US dollars),120,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2020,Balance of Payments: Current account (millions of US dollars),-238,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2021,Balance of Payments: Current account (millions of US dollars),-2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,1995,Balance of Payments: Capital account (millions of US dollars),12,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2010,Balance of Payments: Capital account (millions of US dollars),42,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2015,Balance of Payments: Capital account (millions of US dollars),14,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2019,Balance of Payments: Capital account (millions of US dollars),34,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2020,Balance of Payments: Capital account (millions of US dollars),24,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2021,Balance of Payments: Capital account (millions of US dollars),21,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,1985,Balance of Payments: Financial account (millions of US dollars),-11,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,1995,Balance of Payments: Financial account (millions of US dollars),-25,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2010,Balance of Payments: Financial account (millions of US dollars),-136,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2015,Balance of Payments: Financial account (millions of US dollars),65,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2019,Balance of Payments: Financial account (millions of US dollars),19,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2020,Balance of Payments: Financial account (millions of US dollars),-139,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
662,Saint Lucia,2021,Balance of Payments: Financial account (millions of US dollars),5,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,1985,Balance of Payments: Current account (millions of US dollars),4,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,1995,Balance of Payments: Current account (millions of US dollars),-40,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,Balance of Payments: Current account (millions of US dollars),-208,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2015,Balance of Payments: Current account (millions of US dollars),-116,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,Balance of Payments: Current account (millions of US dollars),-28,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2020,Balance of Payments: Current account (millions of US dollars),-131,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2021,Balance of Payments: Current account (millions of US dollars),-212,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,1995,Balance of Payments: Capital account (millions of US dollars),5,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,Balance of Payments: Capital account (millions of US dollars),52,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2015,Balance of Payments: Capital account (millions of US dollars),12,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,Balance of Payments: Capital account (millions of US dollars),5,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2020,Balance of Payments: Capital account (millions of US dollars),5,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2021,Balance of Payments: Capital account (millions of US dollars),17,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,1985,Balance of Payments: Financial account (millions of US dollars),6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,1995,Balance of Payments: Financial account (millions of US dollars),-35,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
